"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717592023942543E9,"2024-06-05 14:53:43.943 UTC+02:00"
"PAUSE",1.810589190416504E2,1.717592204997140E9,"2024-06-05 14:56:44.997 UTC+02:00"
