"Delay (ms)","Autocorrelation (a.u.)"
0.000000000E0,2.081502074E-7
2.083767452E-2,1.903111785E-7
4.167534903E-2,1.799779905E-7
6.251302355E-2,1.779365846E-7
8.335069806E-2,1.756197465E-7
1.041883726E-1,1.811949736E-7
1.250260471E-1,1.819513685E-7
1.458637216E-1,1.787636083E-7
1.667013961E-1,1.780656889E-7
1.875390706E-1,1.707319750E-7
2.083767452E-1,1.641766155E-7
2.292144197E-1,1.664173677E-7
2.500520942E-1,1.683620364E-7
2.708897687E-1,1.704088794E-7
2.917274432E-1,1.684752029E-7
3.125651177E-1,1.602770144E-7
3.334027922E-1,1.566175427E-7
3.542404668E-1,1.556860579E-7
3.750781413E-1,1.548174792E-7
3.959158158E-1,1.558696213E-7
4.167534903E-1,1.549718816E-7
4.375911648E-1,1.523091447E-7
4.584288393E-1,1.493443385E-7
4.792665139E-1,1.444587176E-7
5.001041884E-1,1.413666158E-7
5.209418629E-1,1.420659935E-7
5.417795374E-1,1.413688753E-7
5.626172119E-1,1.380293032E-7
5.834548864E-1,1.327562078E-7
6.042925610E-1,1.280598797E-7
6.251302355E-1,1.261459831E-7
6.459679100E-1,1.246671640E-7
6.668055845E-1,1.220641995E-7
6.876432590E-1,1.190604186E-7
7.084809335E-1,1.156166824E-7
7.293186080E-1,1.112786820E-7
7.501562826E-1,1.077135942E-7
7.709939571E-1,1.049279672E-7
7.918316316E-1,1.042322457E-7
8.126693061E-1,1.031230932E-7
8.335069806E-1,9.928837794E-8
8.543446551E-1,9.457258823E-8
8.751823297E-1,9.088694404E-8
8.960200042E-1,8.879045785E-8
9.168576787E-1,8.800371704E-8
9.376953532E-1,8.588831100E-8
9.585330277E-1,8.309223181E-8
9.793707022E-1,7.916477017E-8
1.000208377E0,7.485857967E-8
1.021046051E0,7.179279725E-8
1.041883726E0,6.948999668E-8
1.062721400E0,6.713229629E-8
1.083559075E0,6.456431017E-8
1.104396749E0,6.126756665E-8
1.125234424E0,5.713583540E-8
1.146072098E0,5.360649559E-8
