"event","experiment time","system time","system time text"
"START",0.000000000E0,1717599810.166,"2024-06-05 17:03:30.166 UTC+02:00"
"PAUSE",1.437283582E2,1717599953.894,"2024-06-05 17:05:53.894 UTC+02:00"
