relative_time,PitchSensor,DecibelSource
0,0.0,43.96896449142524
52,,42.35250611584401
118,196.85546875,30.37824750588342
185,0.0,25.05149978319906
252,0.0,20.492180226701816
318,0.0,20.253058652647702
385,0.0,25.276299008713387
452,0.0,20.41392685158225
518,0.0,23.891660843645326
585,0.0,20.827853703164504
652,0.0,24.712917110589387
718,0.0,22.764618041732444
785,0.0,21.818435879447726
852,0.0,26.866362692622936
918,0.0,26.009728956867484
985,0.0,25.477747053878225
1052,0.0,21.522883443830562
1118,0.0,19.822712330395685
1185,0.0,15.910646070264994
1252,0.0,19.395192526186186
1318,0.0,15.68201724066995
1385,0.0,16.232492903979004
1452,0.0,19.912260756924947
1518,0.0,24.683473304121573
1585,0.0,31.119342763326813
1652,,47.64728926583356
1718,302.28515625,43.262539108422914
1785,302.28515625,30.3342375548695
1852,319.609375,47.421907696990964
1918,302.2729166666667,33.117538610557546
1985,294.453125,43.93241677449102
2052,294.453125,47.32562619289829
2118,263.37797619047615,43.24220702877004
2185,214.802734375,41.440758061985505
2252,194.21875,30.993352776859577
2318,0.0,23.05351369446624
2385,0.0,33.92345155361204
2452,,37.2222246396973
2518,263.359375,19.73127853599699
2585,0.0,23.30413773349191
2652,0.0,19.822712330395685
2718,0.0,18.633228601204557
2785,0.0,35.3567380342575
2852,,46.2743755023548
2918,227.89713541666666,43.98703695113079
2985,227.89713541666666,48.43076977385341
3052,,37.988577317474856
3118,292.109375,43.78761175316373
3185,291.1263020833333,29.190780923760737
3252,291.1263020833333,43.2132911339302
3318,266.6015625,29.777236052888476
3385,249.609375,45.6059998530754
3452,256.3070436507937,43.75645327492456
3518,253.48958333333331,28.73320601815399
3585,253.48958333333331,42.14472950523377
3652,241.52566964285717,23.76576957056512
3718,0.0,40.38580425961578
3785,,36.19927710291468
3852,0.0,26.273658565927324
3918,0.0,41.374807093841355
3985,,40.653929615619916
4052,218.72209821428572,30.74816440645175
4118,221.92057291666669,40.84683497903251
4185,221.92057291666669,40.77985291029502
4252,219.375,38.947589943718924
4318,,27.505083948513462
4385,212.98828125,41.06156886966839
4452,206.5625,39.902056151848065
4518,206.5625,43.15172357208987
4585,220.6484375,42.165617350479266
4652,213.2421875,40.57057208637423
4718,218.046875,31.179338350396417
4785,218.046875,42.38397413181271
4852,215.9375,30.19116290447073
4918,0.0,29.2272545799326
4985,,37.15083670694927
5052,0.0,22.576785748691847
5118,0.0,21.172712956557646
5185,,42.58493611393912
5252,264.453125,39.5970902424643
5318,270.9375,43.21121832708528
5385,270.9375,26.493348587121417
5452,262.1875,42.628543454161935
5518,224.453125,42.09916953008992
5585,211.02864583333334,37.710727832211944
5652,211.73828125,34.47778009294621
5718,211.73828125,30.969100130080562
5785,,40.120353591495295
5852,201.3671875,27.795964912578242
5918,0.0,22.380461031287954
5985,,40.10045412636099
6052,,38.591983615338776
6118,184.140625,26.693168805661124
6185,201.74479166666669,41.28173014749728
6252,204.52473958333331,38.618926903914456
6318,204.52473958333331,32.746196190912386
6385,219.609375,41.12638510618493
6452,212.1875,35.62887381293879
6518,215.0,23.54108439147401
6585,196.40625,40.224283711854866
6652,196.40625,39.09074401400905
6718,186.23263888888889,37.032913781186615
6785,181.49609375,38.37335868015015
6852,194.375,31.925674533365456
6918,194.375,37.0354929823823
6985,190.078125,23.138672203691534
7052,183.984375,37.829024059746445
7118,,27.723217067229196
7185,0.0,22.92256071356476
7252,0.0,26.30427875025024
7318,0.0,24.45604203273598
7385,0.0,23.99673721481038
7452,,38.55276803830092
7518,,36.602012013806814
7585,86.546630859375,39.205928620848084
7652,94.515625,38.6528168499561
7718,,38.2052984852352
7785,68.47191220238095,36.17524534886292
7852,68.47191220238095,38.147136126959765
7918,,25.99883072073688
7985,0.0,23.364597338485297
8052,0.0,17.558748556724915
8118,0.0,21.03803720955957
8185,0.0,25.403294747908735
8252,0.0,24.60897842756548
8318,0.0,24.82873583608754
8385,0.0,26.711728427150835
8452,0.0,25.05149978319906
8518,0.0,18.45098040014257
8585,0.0,17.403626894942438
8652,0.0,31.19915410257991
8718,,42.20552619866346
8785,,28.512583487190753
8852,0.0,43.539162309203626
8918,,34.24064525417488
8985,217.890625,25.105450102066122
9052,217.890625,49.083992238404605
9118,248.13368055555554,50.235199520385734
9185,243.59375,34.299136977637545
9252,236.953125,33.91993072259713
9318,238.1181919642857,45.84738184711447
9385,238.1181919642857,31.132746924643506
9452,242.1875,29.138138523837167
9518,257.88411458333337,47.11537292286698
9585,275.9375,45.00263926200883
9652,275.9375,45.43086671696293
9718,291.25,45.00387435921183
9785,268.18359375,29.614210940664485
9852,0.0,41.003360759336964
9918,,43.51371077498065
9985,,41.47614498562027
10052,236.484375,33.98113691730502
10118,240.15625,29.041743682841634
10185,234.375,36.84665864025861
10252,,38.41109084468154
10318,,44.40168892208256
10385,235.24479166666669,28.62727528317975
10452,0.0,40.38540686337457
10518,,45.322191411466484
10585,,42.83165490467751
10652,223.45703125,42.33833414884434
10718,223.0859375,29.111576087399765
10785,243.046875,40.17909395896689
10852,217.265625,34.65085287557433
10918,217.265625,38.08683509128969
10985,,41.72573743771971
11052,264.84375,32.85557309007774
11118,303.046875,35.65611724902058
11185,303.046875,43.12135025479961
11252,,40.0881300905209
11318,272.66276041666663,44.927464243495294
11385,264.87630208333337,36.28695382714023
11452,221.5625,39.40466677663529
11518,221.5625,39.570802596579
11585,216.36935763888889,33.27154512409432
11652,0.0,20.492180226701816
11718,0.0,33.066394410242616
11785,0.0,29.91226075692495
11852,,18.129133566428553
11918,0.0,29.38519725176492
11985,,39.37267072211413
12052,226.16666666666666,33.974185423513475
12118,226.16666666666666,41.14477539928802
12185,,41.23001813306024
12252,213.89973958333334,36.515687388657916
12318,200.7890625,39.22310163214396
12385,,37.26482696784829
12452,,40.11950866059398
12518,221.25,39.9370069482035
12585,,31.50756439860309
12652,246.09375,38.62667950228588
12718,246.09375,38.128465369670714
12785,199.0625,26.493348587121417
12852,182.65625,39.62842681201242
12918,,38.77544107715944
12985,3148.90625,34.07220892927397
13052,3148.90625,38.15843290663266
13118,,34.5484486000851
13185,183.740234375,34.69527479187014
13252,252.8125,36.097011023793996
13318,252.8125,40.384214456424594
13385,264.53125,26.82145076373832
13452,0.0,19.68482948553935
13518,0.0,15.185139398778876
13585,0.0,20.934216851622352
13652,0.0,19.49390006644913
13718,0.0,19.637878273455552
13785,0.0,20.569048513364727
13852,0.0,23.26335860928751
13918,0.0,22.50420002308894
13985,0.0,23.521825181113627
14052,0.0,29.614210940664485
14118,,43.19106059309776
14185,201.25,32.61024833992397
14252,201.25,30.916669575956846
14318,245.859375,40.72433725968388
14385,239.140625,43.33507728917455
14452,246.796875,38.92984550710717
14518,,29.169800473203825
14585,,21.4921911265538
14652,0.0,23.46352974450639
14718,0.0,24.313637641589875
14785,0.0,24.377505628203878
14852,0.0,23.654879848908998
14918,0.0,23.710678622717364
14985,0.0,18.325089127062363
15052,0.0,24.756711883244297
15118,,40.702226334609584
15185,,47.56506789411225
15252,243.0121527777778,47.75654130082596
15318,246.44791666666666,44.92397161401538
15385,236.49088541666666,46.417813791533355
15452,236.49088541666666,36.72928690442723
15518,243.28125,41.27623049598029
15585,251.5625,32.143138974243996
15652,242.34375,41.575474255778076
15718,217.17447916666666,26.22214022966295
15785,217.17447916666666,42.420939838838834
15852,,32.946866242794435
15918,219.453125,24.36162647040756
15985,232.8203125,43.5276119172383
16052,232.8203125,38.15577748324267
16118,222.28515625,44.01279886667168
16185,232.8125,43.020710536500744
16252,216.328125,40.11739561388318
16318,218.02604166666669,40.126685338963306
