"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717601911549023E9,"2024-06-05 17:38:31.549 UTC+02:00"
"PAUSE",1.220489393332973E2,1.717602033597402E9,"2024-06-05 17:40:33.597 UTC+02:00"
