"event","experiment time","system time","system time text"
"START",0.000000000E0,1717753413.842,"2024-06-07 11:43:33.842 UTC+02:00"
"PAUSE",1.175189587E2,1717753531.361,"2024-06-07 11:45:31.361 UTC+02:00"
