"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717599336623609E9,"2024-06-05 16:55:36.624 UTC+02:00"
"PAUSE",2.986391601664946E2,1.717599635262280E9,"2024-06-05 17:00:35.262 UTC+02:00"
