"event","experiment time","system time","system time text"
"START",0.000000000E0,1717584276.671,"2024-06-05 12:44:36.671 UTC+02:00"
"PAUSE",2.505770982E2,1717584527.248,"2024-06-05 12:48:47.248 UTC+02:00"
