relative_time,PitchSensor,DecibelSource
0,,29.60946195733832
62,0.0,23.820170425748685
128,0.0,26.35483746814912
195,0.0,24.28134794028789
262,0.0,21.335389083702175
328,,37.53199914199416
395,,32.98197867109815
462,54.5263671875,31.46128035678238
528,0.0,28.750612633917
595,0.0,28.796692056320534
662,0.0,27.49736315569061
728,0.0,27.307822756663892
795,0.0,26.73020907128896
862,0.0,26.560982020128318
929,0.0,27.151673578484576
995,0.0,26.483600109809316
1062,0.0,48.979458234151174
1128,,26.201360549737576
1195,0.0,27.024305364455255
1262,0.0,25.185139398778876
1329,0.0,24.345689040341988
1395,0.0,24.39332693830263
1462,0.0,24.24881636631067
1528,0.0,22.14843848047698
1595,0.0,22.32996110392154
1662,0.0,27.730546933642625
1728,0.0,51.84123354239671
1795,,52.532434778252835
1862,250.3125,52.83879902316018
1929,250.3125,48.31831396047397
1995,147.5,46.24962404421975
2062,159.99348958333331,50.12457578200774
2128,182.9730902777778,44.863312811846654
2195,188.33984375,50.71462231865518
2262,188.33984375,43.516030724191296
2328,177.0703125,54.78823244993623
2395,211.40625,54.36323290376595
2462,,51.396146527503646
2528,,47.722483399718534
2595,154.765625,39.60946195733831
2662,186.796875,33.98113691730502
2728,107.52604166666666,29.72665592266111
2795,0.0,29.68015713993642
2862,0.0,24.36162647040756
2928,0.0,27.20159303405957
2995,0.0,17.993405494535818
3062,,55.8386501243163
3128,,48.62143310316235
3195,97.36067708333333,53.90362732480643
3262,,52.52576353084633
3328,207.03125,52.389363723327314
3395,194.921875,49.78550263314183
3462,194.921875,42.89120518067948
3528,159.84375,49.31162816385796
3595,,49.1005849315803
3662,144.03878348214286,40.92896010921856
3728,144.03878348214286,36.552345070342945
3795,105.26171875,45.176840398009745
3862,117.109375,43.981484200086314
3929,74.84375,44.90800952010855
3995,,40.93596768608228
4062,,47.65683453113483
4128,105.546875,48.342617088117706
4195,146.171875,30.382226383687186
4262,126.25651041666667,45.19867354029684
4328,126.7578125,46.4685445266218
4395,126.7578125,46.117445443821
4462,132.65625,36.80698029697635
4528,100.818359375,31.80125875164054
4595,140.625,40.96423330595271
4662,140.625,43.30778914230818
4728,126.56575520833334,32.739267801005255
4795,133.359375,44.17471693203293
4862,118.0390625,32.7669152884504
4928,132.34375,42.8476901334902
4995,132.34375,43.27052265326699
5062,109.609375,29.86771734266245
5129,104.140625,29.809119377768436
5195,,41.683206655188656
5262,,40.29708362514895
5329,189.8828125,29.57128197676813
5395,176.5625,40.92545207605606
5462,176.79036458333331,31.360860973840975
5529,186.171875,42.90946784734306
5596,186.171875,38.934843462184865
5662,,35.27243116388088
5728,162.1875,24.45604203273598
5795,0.0,25.31478917042255
5862,0.0,23.443922736851107
5928,0.0,24.969296480732147
5995,0.0,23.54108439147401
6062,0.0,23.483048630481605
6128,0.0,23.72912002970107
6195,0.0,25.13217600067939
6262,0.0,25.646660642520892
6328,0.0,24.50249108319361
6395,,47.6769746835235
6462,168.984375,49.50471954158104
6528,168.984375,48.809907025954715
6595,199.0625,42.76139985350142
6662,210.76171875,45.60121924296196
6728,185.625,48.368555795486046
6795,185.625,51.52297519521669
6862,156.640625,39.76120618299816
6928,132.1875,46.62635078938201
6995,156.56901041666669,38.2936810798882
7062,,36.20240189845831
7128,,43.621241848476046
7195,277.91666666666663,48.39534608818716
7262,185.27669270833334,40.336247712192595
7328,190.03255208333331,46.85661140395248
7395,190.03255208333331,49.385197251764914
7462,179.140625,44.782922696610626
7528,149.765625,46.08151480313872
7595,217.65625,35.812668052736704
