"event","experiment time","system time","system time text"
"START",0.000000000E0,1717602169.616,"2024-06-05 17:42:49.616 UTC+02:00"
"PAUSE",2.454503717E2,1717602415.066,"2024-06-05 17:46:55.066 UTC+02:00"
