Delay (ms),Autocorrelation (a.u.),sensor,language,tone,participant,script
12.29422796,-9.245380998e-06,autocorrelations,ru,casual,nga,t1
12.31506564,-9.142501639e-06,autocorrelations,ru,casual,nga,t1
12.33590331,-9.039562318e-06,autocorrelations,ru,casual,nga,t1
12.35674099,-8.936904571e-06,autocorrelations,ru,casual,nga,t1
12.37757866,-8.834397072e-06,autocorrelations,ru,casual,nga,t1
12.39841634,-8.731790764e-06,autocorrelations,ru,casual,nga,t1
12.41925401,-8.629403475e-06,autocorrelations,ru,casual,nga,t1
12.44009169,-8.527167335e-06,autocorrelations,ru,casual,nga,t1
12.46092936,-8.424863694e-06,autocorrelations,ru,casual,nga,t1
12.48176703,-8.322865168e-06,autocorrelations,ru,casual,nga,t1
12.50260471,-8.21922551e-06,autocorrelations,ru,casual,nga,t1
12.52344238,-8.113986796e-06,autocorrelations,ru,casual,nga,t1
12.54428006,-8.006562648e-06,autocorrelations,ru,casual,nga,t1
12.56511773,-7.897247741e-06,autocorrelations,ru,casual,nga,t1
12.58595541,-7.783685117e-06,autocorrelations,ru,casual,nga,t1
12.60679308,-7.667054374e-06,autocorrelations,ru,casual,nga,t1
12.62763076,-7.546854569e-06,autocorrelations,ru,casual,nga,t1
12.64846843,-7.425068178e-06,autocorrelations,ru,casual,nga,t1
12.66930611,-7.297884129e-06,autocorrelations,ru,casual,nga,t1
12.69014378,-7.167524089e-06,autocorrelations,ru,casual,nga,t1
12.71098145,-7.033940885e-06,autocorrelations,ru,casual,nga,t1
12.73181913,-6.897044612e-06,autocorrelations,ru,casual,nga,t1
12.7526568,-6.75501317e-06,autocorrelations,ru,casual,nga,t1
12.77349448,-6.609408135e-06,autocorrelations,ru,casual,nga,t1
12.79433215,-6.461928733e-06,autocorrelations,ru,casual,nga,t1
12.81516983,-6.310326651e-06,autocorrelations,ru,casual,nga,t1
12.8360075,-6.15621072e-06,autocorrelations,ru,casual,nga,t1
12.85684518,-5.999849426e-06,autocorrelations,ru,casual,nga,t1
12.87768285,-5.843228737e-06,autocorrelations,ru,casual,nga,t1
12.89852053,-5.68450676e-06,autocorrelations,ru,casual,nga,t1
12.9193582,-5.525229142e-06,autocorrelations,ru,casual,nga,t1
12.94019587,-5.367755102e-06,autocorrelations,ru,casual,nga,t1
12.96103355,-5.211232185e-06,autocorrelations,ru,casual,nga,t1
12.98187122,-5.054924845e-06,autocorrelations,ru,casual,nga,t1
13.0027089,-4.901567437e-06,autocorrelations,ru,casual,nga,t1
13.02354657,-4.75139965e-06,autocorrelations,ru,casual,nga,t1
13.04438425,-4.60432962e-06,autocorrelations,ru,casual,nga,t1
13.06522192,-4.460077698e-06,autocorrelations,ru,casual,nga,t1
13.0860596,-4.319656258e-06,autocorrelations,ru,casual,nga,t1
13.10689727,-4.184736219e-06,autocorrelations,ru,casual,nga,t1
13.12773494,-4.053716849e-06,autocorrelations,ru,casual,nga,t1
13.14857262,-3.928282877e-06,autocorrelations,ru,casual,nga,t1
13.16941029,-3.808450612e-06,autocorrelations,ru,casual,nga,t1
13.19024797,-3.694550172e-06,autocorrelations,ru,casual,nga,t1
13.21108564,-3.583668014e-06,autocorrelations,ru,casual,nga,t1
13.23192332,-3.477745653e-06,autocorrelations,ru,casual,nga,t1
13.25276099,-3.376010337e-06,autocorrelations,ru,casual,nga,t1
13.27359867,-3.277516534e-06,autocorrelations,ru,casual,nga,t1
13.29443634,-3.182854197e-06,autocorrelations,ru,casual,nga,t1
13.31527402,-3.092179182e-06,autocorrelations,ru,casual,nga,t1
13.33611169,-3.005825252e-06,autocorrelations,ru,casual,nga,t1
13.35694936,-2.923308253e-06,autocorrelations,ru,casual,nga,t1
13.37778704,-2.844009178e-06,autocorrelations,ru,casual,nga,t1
13.39862471,-2.767260251e-06,autocorrelations,ru,casual,nga,t1
13.41946239,-2.693085276e-06,autocorrelations,ru,casual,nga,t1
13.44030006,-2.620025582e-06,autocorrelations,ru,casual,nga,t1
13.46113774,-2.548647627e-06,autocorrelations,ru,casual,nga,t1
13.48197541,-2.479947639e-06,autocorrelations,ru,casual,nga,t1
13.50281309,-2.413218965e-06,autocorrelations,ru,casual,nga,t1
13.52365076,-2.34918637e-06,autocorrelations,ru,casual,nga,t1
13.54448844,-2.286932824e-06,autocorrelations,ru,casual,nga,t1
13.56532611,-2.228377702e-06,autocorrelations,ru,casual,nga,t1
13.58616378,-2.172289025e-06,autocorrelations,ru,casual,nga,t1
13.60700146,-2.117235549e-06,autocorrelations,ru,casual,nga,t1
13.62783913,-2.063984466e-06,autocorrelations,ru,casual,nga,t1
13.64867681,-2.013679158e-06,autocorrelations,ru,casual,nga,t1
13.66951448,-1.966412328e-06,autocorrelations,ru,casual,nga,t1
13.69035216,-1.922064114e-06,autocorrelations,ru,casual,nga,t1
13.71118983,-1.881864077e-06,autocorrelations,ru,casual,nga,t1
13.73202751,-1.845393529e-06,autocorrelations,ru,casual,nga,t1
13.75286518,-1.814415462e-06,autocorrelations,ru,casual,nga,t1
13.77370285,-1.784886577e-06,autocorrelations,ru,casual,nga,t1
13.79454053,-1.758043985e-06,autocorrelations,ru,casual,nga,t1
13.8153782,-1.734549462e-06,autocorrelations,ru,casual,nga,t1
13.83621588,-1.712930317e-06,autocorrelations,ru,casual,nga,t1
13.85705355,-1.691966943e-06,autocorrelations,ru,casual,nga,t1
13.87789123,-1.673155023e-06,autocorrelations,ru,casual,nga,t1
13.8987289,-1.655345769e-06,autocorrelations,ru,casual,nga,t1
13.91956658,-1.638652378e-06,autocorrelations,ru,casual,nga,t1
13.94040425,-1.621763559e-06,autocorrelations,ru,casual,nga,t1
13.96124193,-1.603792045e-06,autocorrelations,ru,casual,nga,t1
13.9820796,-1.583767157e-06,autocorrelations,ru,casual,nga,t1
14.00291727,-1.560276656e-06,autocorrelations,ru,casual,nga,t1
14.02375495,-1.533240845e-06,autocorrelations,ru,casual,nga,t1
14.04459262,-1.501565112e-06,autocorrelations,ru,casual,nga,t1
14.0654303,-1.465064332e-06,autocorrelations,ru,casual,nga,t1
14.08626797,-1.424817173e-06,autocorrelations,ru,casual,nga,t1
14.10710565,-1.378794271e-06,autocorrelations,ru,casual,nga,t1
14.12794332,-1.32609354e-06,autocorrelations,ru,casual,nga,t1
14.148781,-1.267466294e-06,autocorrelations,ru,casual,nga,t1
14.16961867,-1.202399833e-06,autocorrelations,ru,casual,nga,t1
14.19045635,-1.130346367e-06,autocorrelations,ru,casual,nga,t1
14.21129402,-1.049172197e-06,autocorrelations,ru,casual,nga,t1
14.23213169,-9.614825412e-07,autocorrelations,ru,casual,nga,t1
14.25296937,-8.675423645e-07,autocorrelations,ru,casual,nga,t1
14.27380704,-7.666640645e-07,autocorrelations,ru,casual,nga,t1
14.29464472,-6.584015955e-07,autocorrelations,ru,casual,nga,t1
14.31548239,-5.456900422e-07,autocorrelations,ru,casual,nga,t1
14.33632007,-4.281436187e-07,autocorrelations,ru,casual,nga,t1
14.35715774,-3.056600237e-07,autocorrelations,ru,casual,nga,t1
14.37799542,-1.778069276e-07,autocorrelations,ru,casual,nga,t1
14.39883309,-4.506522387e-08,autocorrelations,ru,casual,nga,t1
14.41967076,9.051807036e-08,autocorrelations,ru,casual,nga,t1
14.44050844,2.3006933e-07,autocorrelations,ru,casual,nga,t1
14.46134611,3.725519387e-07,autocorrelations,ru,casual,nga,t1
14.48218379,5.167342913e-07,autocorrelations,ru,casual,nga,t1
14.50302146,6.626929714e-07,autocorrelations,ru,casual,nga,t1
14.52385914,8.10313288e-07,autocorrelations,ru,casual,nga,t1
14.54469681,9.602194571e-07,autocorrelations,ru,casual,nga,t1
14.56553449,1.11125723e-06,autocorrelations,ru,casual,nga,t1
14.58637216,1.26410253e-06,autocorrelations,ru,casual,nga,t1
14.60720984,1.41878917e-06,autocorrelations,ru,casual,nga,t1
14.62804751,1.576017559e-06,autocorrelations,ru,casual,nga,t1
14.64888518,1.734377685e-06,autocorrelations,ru,casual,nga,t1
14.66972286,1.894256457e-06,autocorrelations,ru,casual,nga,t1
14.69056053,2.054917206e-06,autocorrelations,ru,casual,nga,t1
14.71139821,2.217077085e-06,autocorrelations,ru,casual,nga,t1
14.73223588,2.381615723e-06,autocorrelations,ru,casual,nga,t1
14.75307356,2.547622889e-06,autocorrelations,ru,casual,nga,t1
14.77391123,2.714377775e-06,autocorrelations,ru,casual,nga,t1
14.79474891,2.882940226e-06,autocorrelations,ru,casual,nga,t1
14.81558658,3.053120928e-06,autocorrelations,ru,casual,nga,t1
14.83642426,3.224005239e-06,autocorrelations,ru,casual,nga,t1
14.85726193,3.395241838e-06,autocorrelations,ru,casual,nga,t1
14.8780996,3.566239731e-06,autocorrelations,ru,casual,nga,t1
14.89893728,3.737565062e-06,autocorrelations,ru,casual,nga,t1
14.91977495,3.907197391e-06,autocorrelations,ru,casual,nga,t1
14.94061263,4.073935227e-06,autocorrelations,ru,casual,nga,t1
14.9614503,4.239072581e-06,autocorrelations,ru,casual,nga,t1
14.98228798,4.401953772e-06,autocorrelations,ru,casual,nga,t1
15.00312565,4.559927666e-06,autocorrelations,ru,casual,nga,t1
15.02396333,4.713714203e-06,autocorrelations,ru,casual,nga,t1
15.044801,4.862210667e-06,autocorrelations,ru,casual,nga,t1
15.06563867,5.003727327e-06,autocorrelations,ru,casual,nga,t1
15.08647635,5.139071098e-06,autocorrelations,ru,casual,nga,t1
15.10731402,5.266109219e-06,autocorrelations,ru,casual,nga,t1
15.1281517,5.385873654e-06,autocorrelations,ru,casual,nga,t1
15.14898937,5.497103257e-06,autocorrelations,ru,casual,nga,t1
15.16982705,5.598738515e-06,autocorrelations,ru,casual,nga,t1
15.19066472,5.691545141e-06,autocorrelations,ru,casual,nga,t1
15.2115024,5.775248215e-06,autocorrelations,ru,casual,nga,t1
15.23234007,5.848928471e-06,autocorrelations,ru,casual,nga,t1
15.25317775,5.914385988e-06,autocorrelations,ru,casual,nga,t1
15.27401542,5.970137225e-06,autocorrelations,ru,casual,nga,t1
15.29485309,6.01663404e-06,autocorrelations,ru,casual,nga,t1
15.31569077,6.056090113e-06,autocorrelations,ru,casual,nga,t1
15.33652844,6.088400333e-06,autocorrelations,ru,casual,nga,t1
15.35736612,6.1128603e-06,autocorrelations,ru,casual,nga,t1
15.37820379,6.131565768e-06,autocorrelations,ru,casual,nga,t1
15.39904147,6.144112299e-06,autocorrelations,ru,casual,nga,t1
15.41987914,6.152915865e-06,autocorrelations,ru,casual,nga,t1
15.44071682,6.157185779e-06,autocorrelations,ru,casual,nga,t1
15.46155449,6.158882316e-06,autocorrelations,ru,casual,nga,t1
15.48239217,6.159648367e-06,autocorrelations,ru,casual,nga,t1
15.50322984,6.159488066e-06,autocorrelations,ru,casual,nga,t1
15.52406751,6.158451025e-06,autocorrelations,ru,casual,nga,t1
15.54490519,6.159355374e-06,autocorrelations,ru,casual,nga,t1
15.56574286,6.161197237e-06,autocorrelations,ru,casual,nga,t1
15.58658054,6.164519506e-06,autocorrelations,ru,casual,nga,t1
15.60741821,6.170044013e-06,autocorrelations,ru,casual,nga,t1
15.62825589,6.176619618e-06,autocorrelations,ru,casual,nga,t1
15.64909356,6.186797024e-06,autocorrelations,ru,casual,nga,t1
15.66993124,6.197881333e-06,autocorrelations,ru,casual,nga,t1
15.69076891,6.210133949e-06,autocorrelations,ru,casual,nga,t1
15.71160658,6.223459522e-06,autocorrelations,ru,casual,nga,t1
15.73244426,6.237624694e-06,autocorrelations,ru,casual,nga,t1
15.75328193,6.251117955e-06,autocorrelations,ru,casual,nga,t1
15.77411961,6.262378847e-06,autocorrelations,ru,casual,nga,t1
15.79495728,6.271510089e-06,autocorrelations,ru,casual,nga,t1
15.81579496,6.278326186e-06,autocorrelations,ru,casual,nga,t1
15.83663263,6.281290812e-06,autocorrelations,ru,casual,nga,t1
15.85747031,6.278058619e-06,autocorrelations,ru,casual,nga,t1
15.87830798,6.268927832e-06,autocorrelations,ru,casual,nga,t1
15.89914566,6.252832633e-06,autocorrelations,ru,casual,nga,t1
15.91998333,6.227656678e-06,autocorrelations,ru,casual,nga,t1
15.940821,6.192252548e-06,autocorrelations,ru,casual,nga,t1
15.96165868,6.147148249e-06,autocorrelations,ru,casual,nga,t1
15.98249635,6.091031607e-06,autocorrelations,ru,casual,nga,t1
16.00333403,6.023200787e-06,autocorrelations,ru,casual,nga,t1
16.0241717,5.94424916e-06,autocorrelations,ru,casual,nga,t1
16.04500938,5.853705792e-06,autocorrelations,ru,casual,nga,t1
16.06584705,5.750914818e-06,autocorrelations,ru,casual,nga,t1
16.08668473,5.635842607e-06,autocorrelations,ru,casual,nga,t1
16.1075224,5.510129887e-06,autocorrelations,ru,casual,nga,t1
16.12836008,5.373009284e-06,autocorrelations,ru,casual,nga,t1
16.14919775,5.224119895e-06,autocorrelations,ru,casual,nga,t1
16.17003542,5.066220993e-06,autocorrelations,ru,casual,nga,t1
16.1908731,4.899636209e-06,autocorrelations,ru,casual,nga,t1
16.21171077,4.724538058e-06,autocorrelations,ru,casual,nga,t1
16.23254845,4.542315667e-06,autocorrelations,ru,casual,nga,t1
16.25338612,4.354188803e-06,autocorrelations,ru,casual,nga,t1
16.2742238,4.160655679e-06,autocorrelations,ru,casual,nga,t1
16.29506147,3.962633151e-06,autocorrelations,ru,casual,nga,t1
16.31589915,3.76153166e-06,autocorrelations,ru,casual,nga,t1
16.33673682,3.557034909e-06,autocorrelations,ru,casual,nga,t1
16.35757449,3.352178119e-06,autocorrelations,ru,casual,nga,t1
16.37841217,3.146950349e-06,autocorrelations,ru,casual,nga,t1
16.39924984,2.942044532e-06,autocorrelations,ru,casual,nga,t1
16.42008752,2.737713008e-06,autocorrelations,ru,casual,nga,t1
16.44092519,2.536397242e-06,autocorrelations,ru,casual,nga,t1
16.46176287,2.336539003e-06,autocorrelations,ru,casual,nga,t1
16.48260054,2.138476691e-06,autocorrelations,ru,casual,nga,t1
16.50343822,1.943517084e-06,autocorrelations,ru,casual,nga,t1
16.52427589,1.752036474e-06,autocorrelations,ru,casual,nga,t1
16.54511357,1.562741844e-06,autocorrelations,ru,casual,nga,t1
16.56595124,1.376064799e-06,autocorrelations,ru,casual,nga,t1
16.58678891,1.193571754e-06,autocorrelations,ru,casual,nga,t1
16.60762659,1.01425379e-06,autocorrelations,ru,casual,nga,t1
16.62846426,8.383746269e-07,autocorrelations,ru,casual,nga,t1
16.64930194,6.647704188e-07,autocorrelations,ru,casual,nga,t1
16.67013961,4.943744279e-07,autocorrelations,ru,casual,nga,t1
16.69097729,3.264421864e-07,autocorrelations,ru,casual,nga,t1
16.71181496,1.613198388e-07,autocorrelations,ru,casual,nga,t1
16.73265264,-2.548846045e-09,autocorrelations,ru,casual,nga,t1
16.75349031,-1.627956988e-07,autocorrelations,ru,casual,nga,t1
16.77432798,-3.213137481e-07,autocorrelations,ru,casual,nga,t1
16.79516566,-4.780331405e-07,autocorrelations,ru,casual,nga,t1
16.81600333,-6.310033479e-07,autocorrelations,ru,casual,nga,t1
16.83684101,-7.814995549e-07,autocorrelations,ru,casual,nga,t1
16.85767868,-9.288191347e-07,autocorrelations,ru,casual,nga,t1
16.87851636,-1.072361692e-06,autocorrelations,ru,casual,nga,t1
16.89935403,-1.21188531e-06,autocorrelations,ru,casual,nga,t1
16.92019171,-1.347320408e-06,autocorrelations,ru,casual,nga,t1
16.94102938,-1.476690311e-06,autocorrelations,ru,casual,nga,t1
16.96186706,-1.60021242e-06,autocorrelations,ru,casual,nga,t1
16.98270473,-1.717601883e-06,autocorrelations,ru,casual,nga,t1
17.0035424,-1.827962033e-06,autocorrelations,ru,casual,nga,t1
17.02438008,-1.930064907e-06,autocorrelations,ru,casual,nga,t1
17.04521775,-2.022660962e-06,autocorrelations,ru,casual,nga,t1
17.06605543,-2.106013236e-06,autocorrelations,ru,casual,nga,t1
17.0868931,-2.178893981e-06,autocorrelations,ru,casual,nga,t1
17.10773078,-2.240043084e-06,autocorrelations,ru,casual,nga,t1
17.12856845,-2.290422351e-06,autocorrelations,ru,casual,nga,t1
17.14940613,-2.328521645e-06,autocorrelations,ru,casual,nga,t1
17.1702438,-2.354748643e-06,autocorrelations,ru,casual,nga,t1
17.19108148,-2.368362679e-06,autocorrelations,ru,casual,nga,t1
17.21191915,-2.369050042e-06,autocorrelations,ru,casual,nga,t1
17.23275682,-2.356537255e-06,autocorrelations,ru,casual,nga,t1
17.2535945,-2.331290327e-06,autocorrelations,ru,casual,nga,t1
17.27443217,-2.29398564e-06,autocorrelations,ru,casual,nga,t1
17.29526985,-2.244179388e-06,autocorrelations,ru,casual,nga,t1
17.31610752,-2.183698251e-06,autocorrelations,ru,casual,nga,t1
17.3369452,-2.112029066e-06,autocorrelations,ru,casual,nga,t1
17.35778287,-2.030497321e-06,autocorrelations,ru,casual,nga,t1
17.37862055,-1.940994363e-06,autocorrelations,ru,casual,nga,t1
17.39945822,-1.843229481e-06,autocorrelations,ru,casual,nga,t1
17.42029589,-1.73882835e-06,autocorrelations,ru,casual,nga,t1
17.44113357,-1.628492136e-06,autocorrelations,ru,casual,nga,t1
17.46197124,-1.5137908e-06,autocorrelations,ru,casual,nga,t1
17.48280892,-1.395708554e-06,autocorrelations,ru,casual,nga,t1
17.50364659,-1.275982717e-06,autocorrelations,ru,casual,nga,t1
17.52448427,-1.154570876e-06,autocorrelations,ru,casual,nga,t1
17.54532194,-1.032673436e-06,autocorrelations,ru,casual,nga,t1
17.56615962,-9.126961231e-07,autocorrelations,ru,casual,nga,t1
17.58699729,-7.944292209e-07,autocorrelations,ru,casual,nga,t1
17.60783497,-6.783713602e-07,autocorrelations,ru,casual,nga,t1
17.62867264,-5.657636251e-07,autocorrelations,ru,casual,nga,t1
17.64951031,-4.573524198e-07,autocorrelations,ru,casual,nga,t1
17.67034799,-3.525758207e-07,autocorrelations,ru,casual,nga,t1
17.69118566,-2.511737619e-07,autocorrelations,ru,casual,nga,t1
17.71202334,-1.541574639e-07,autocorrelations,ru,casual,nga,t1
17.73286101,-6.186302537e-08,autocorrelations,ru,casual,nga,t1
17.75369869,2.635326784e-08,autocorrelations,ru,casual,nga,t1
17.77453636,1.107969479e-07,autocorrelations,ru,casual,nga,t1
17.79537404,1.907179173e-07,autocorrelations,ru,casual,nga,t1
17.81621171,2.664519788e-07,autocorrelations,ru,casual,nga,t1
17.83704939,3.396578768e-07,autocorrelations,ru,casual,nga,t1
17.85788706,4.107999395e-07,autocorrelations,ru,casual,nga,t1
17.87872473,4.801338795e-07,autocorrelations,ru,casual,nga,t1
17.89956241,5.475373263e-07,autocorrelations,ru,casual,nga,t1
17.92040008,6.157630667e-07,autocorrelations,ru,casual,nga,t1
17.94123776,6.841757132e-07,autocorrelations,ru,casual,nga,t1
17.96207543,7.518965878e-07,autocorrelations,ru,casual,nga,t1
17.98291311,8.211310519e-07,autocorrelations,ru,casual,nga,t1
18.00375078,8.925198335e-07,autocorrelations,ru,casual,nga,t1
18.02458846,9.652989262e-07,autocorrelations,ru,casual,nga,t1
18.04542613,1.041537049e-06,autocorrelations,ru,casual,nga,t1
18.0662638,1.120377505e-06,autocorrelations,ru,casual,nga,t1
18.08710148,1.201863256e-06,autocorrelations,ru,casual,nga,t1
18.10793915,1.288287074e-06,autocorrelations,ru,casual,nga,t1
18.12877683,1.376961848e-06,autocorrelations,ru,casual,nga,t1
18.1496145,1.468811612e-06,autocorrelations,ru,casual,nga,t1
18.17045218,1.563580115e-06,autocorrelations,ru,casual,nga,t1
18.19128985,1.660050354e-06,autocorrelations,ru,casual,nga,t1
18.21212753,1.757992816e-06,autocorrelations,ru,casual,nga,t1
18.2329652,1.857135042e-06,autocorrelations,ru,casual,nga,t1
18.25380288,1.956801055e-06,autocorrelations,ru,casual,nga,t1
18.27464055,2.05713607e-06,autocorrelations,ru,casual,nga,t1
18.29547822,2.155961656e-06,autocorrelations,ru,casual,nga,t1
18.3163159,2.253270482e-06,autocorrelations,ru,casual,nga,t1
18.33715357,2.349416098e-06,autocorrelations,ru,casual,nga,t1
18.35799125,2.442380976e-06,autocorrelations,ru,casual,nga,t1
18.37882892,2.532118466e-06,autocorrelations,ru,casual,nga,t1
18.3996666,2.618273732e-06,autocorrelations,ru,casual,nga,t1
18.42050427,2.700310825e-06,autocorrelations,ru,casual,nga,t1
18.44134195,2.776839714e-06,autocorrelations,ru,casual,nga,t1
18.46217962,2.847949217e-06,autocorrelations,ru,casual,nga,t1
18.4830173,2.914639806e-06,autocorrelations,ru,casual,nga,t1
18.50385497,2.973589185e-06,autocorrelations,ru,casual,nga,t1
18.52469264,3.026845279e-06,autocorrelations,ru,casual,nga,t1
18.54553032,3.07354957e-06,autocorrelations,ru,casual,nga,t1
18.56636799,3.113200991e-06,autocorrelations,ru,casual,nga,t1
18.58720567,3.145715248e-06,autocorrelations,ru,casual,nga,t1
18.60804334,3.170824412e-06,autocorrelations,ru,casual,nga,t1
18.62888102,3.189587879e-06,autocorrelations,ru,casual,nga,t1
18.64971869,3.201789467e-06,autocorrelations,ru,casual,nga,t1
18.67055637,3.205697943e-06,autocorrelations,ru,casual,nga,t1
18.69139404,3.204429e-06,autocorrelations,ru,casual,nga,t1
18.71223171,3.197604885e-06,autocorrelations,ru,casual,nga,t1
18.73306939,3.182757297e-06,autocorrelations,ru,casual,nga,t1
18.75390706,3.16236789e-06,autocorrelations,ru,casual,nga,t1
18.77474474,3.135953004e-06,autocorrelations,ru,casual,nga,t1
18.79558241,3.102877244e-06,autocorrelations,ru,casual,nga,t1
18.81642009,3.063361561e-06,autocorrelations,ru,casual,nga,t1
18.83725776,3.017967536e-06,autocorrelations,ru,casual,nga,t1
18.85809544,2.966252119e-06,autocorrelations,ru,casual,nga,t1
18.87893311,2.907443185e-06,autocorrelations,ru,casual,nga,t1
18.89977079,2.842613479e-06,autocorrelations,ru,casual,nga,t1
18.92060846,2.771823209e-06,autocorrelations,ru,casual,nga,t1
18.94144613,2.693269518e-06,autocorrelations,ru,casual,nga,t1
18.96228381,2.607795862e-06,autocorrelations,ru,casual,nga,t1
18.98312148,2.516728871e-06,autocorrelations,ru,casual,nga,t1
19.00395916,2.419144162e-06,autocorrelations,ru,casual,nga,t1
19.02479683,2.315388199e-06,autocorrelations,ru,casual,nga,t1
19.04563451,2.206334575e-06,autocorrelations,ru,casual,nga,t1
19.06647218,2.091271776e-06,autocorrelations,ru,casual,nga,t1
19.08730986,1.971537476e-06,autocorrelations,ru,casual,nga,t1
19.10814753,1.846403728e-06,autocorrelations,ru,casual,nga,t1
19.12898521,1.716029258e-06,autocorrelations,ru,casual,nga,t1
19.14982288,1.581133523e-06,autocorrelations,ru,casual,nga,t1
19.17066055,1.442192372e-06,autocorrelations,ru,casual,nga,t1
19.19149823,1.299836281e-06,autocorrelations,ru,casual,nga,t1
19.2123359,1.155264827e-06,autocorrelations,ru,casual,nga,t1
19.23317358,1.00898916e-06,autocorrelations,ru,casual,nga,t1
19.25401125,8.619938265e-07,autocorrelations,ru,casual,nga,t1
19.27484893,7.139124697e-07,autocorrelations,ru,casual,nga,t1
19.2956866,5.668698953e-07,autocorrelations,ru,casual,nga,t1
19.31652428,4.220035878e-07,autocorrelations,ru,casual,nga,t1
19.33736195,2.792938266e-07,autocorrelations,ru,casual,nga,t1
19.35819962,1.389232063e-07,autocorrelations,ru,casual,nga,t1
19.3790373,5.231289438e-09,autocorrelations,ru,casual,nga,t1
19.39987497,-1.226909773e-07,autocorrelations,ru,casual,nga,t1
19.42071265,-2.45514737e-07,autocorrelations,ru,casual,nga,t1
19.44155032,-3.601325893e-07,autocorrelations,ru,casual,nga,t1
19.462388,-4.655232511e-07,autocorrelations,ru,casual,nga,t1
19.48322567,-5.630747371e-07,autocorrelations,ru,casual,nga,t1
19.50406335,-6.519390586e-07,autocorrelations,ru,casual,nga,t1
19.52490102,-7.306839167e-07,autocorrelations,ru,casual,nga,t1
19.5457387,-7.98408953e-07,autocorrelations,ru,casual,nga,t1
19.56657637,-8.571139428e-07,autocorrelations,ru,casual,nga,t1
19.58741404,-9.04293229e-07,autocorrelations,ru,casual,nga,t1
19.60825172,-9.392239742e-07,autocorrelations,ru,casual,nga,t1
19.62908939,-9.625665399e-07,autocorrelations,ru,casual,nga,t1
19.64992707,-9.7559722e-07,autocorrelations,ru,casual,nga,t1
19.67076474,-9.769767028e-07,autocorrelations,ru,casual,nga,t1
19.69160242,-9.680244149e-07,autocorrelations,ru,casual,nga,t1
19.71244009,-9.492395391e-07,autocorrelations,ru,casual,nga,t1
19.73327777,-9.210103465e-07,autocorrelations,ru,casual,nga,t1
19.75411544,-8.827168204e-07,autocorrelations,ru,casual,nga,t1
19.77495312,-8.363927267e-07,autocorrelations,ru,casual,nga,t1
19.79579079,-7.817393483e-07,autocorrelations,ru,casual,nga,t1
19.81662846,-7.186103375e-07,autocorrelations,ru,casual,nga,t1
19.83746614,-6.484778757e-07,autocorrelations,ru,casual,nga,t1
19.85830381,-5.730393667e-07,autocorrelations,ru,casual,nga,t1
19.87914149,-4.919753877e-07,autocorrelations,ru,casual,nga,t1
19.89997916,-4.056240438e-07,autocorrelations,ru,casual,nga,t1
19.92081684,-3.168379266e-07,autocorrelations,ru,casual,nga,t1
19.94165451,-2.251798881e-07,autocorrelations,ru,casual,nga,t1
19.96249219,-1.316168236e-07,autocorrelations,ru,casual,nga,t1
19.98332986,-3.550979494e-08,autocorrelations,ru,casual,nga,t1
0.0,2.042780537e-07,autocorrelations,ch,bus,yaoyi,t1
0.02083767452,1.938794529e-07,autocorrelations,ch,bus,yaoyi,t1
0.04167534903,1.840378497e-07,autocorrelations,ch,bus,yaoyi,t1
0.06251302355,1.817197586e-07,autocorrelations,ch,bus,yaoyi,t1
0.08335069806,1.770283024e-07,autocorrelations,ch,bus,yaoyi,t1
0.1041883726,1.789238551e-07,autocorrelations,ch,bus,yaoyi,t1
0.1250260471,1.838492529e-07,autocorrelations,ch,bus,yaoyi,t1
0.1458637216,1.838777054e-07,autocorrelations,ch,bus,yaoyi,t1
0.1667013961,1.788112733e-07,autocorrelations,ch,bus,yaoyi,t1
0.1875390706,1.738093017e-07,autocorrelations,ch,bus,yaoyi,t1
0.2083767452,1.720651782e-07,autocorrelations,ch,bus,yaoyi,t1
0.2292144197,1.704075251e-07,autocorrelations,ch,bus,yaoyi,t1
0.2500520942,1.696555648e-07,autocorrelations,ch,bus,yaoyi,t1
0.2708897687,1.694491509e-07,autocorrelations,ch,bus,yaoyi,t1
0.2917274432,1.681460427e-07,autocorrelations,ch,bus,yaoyi,t1
0.3125651177,1.658696449e-07,autocorrelations,ch,bus,yaoyi,t1
0.3334027922,1.639686546e-07,autocorrelations,ch,bus,yaoyi,t1
0.3542404668,1.639294276e-07,autocorrelations,ch,bus,yaoyi,t1
0.3750781413,1.637475278e-07,autocorrelations,ch,bus,yaoyi,t1
0.3959158158,1.626099782e-07,autocorrelations,ch,bus,yaoyi,t1
0.4167534903,1.618631476e-07,autocorrelations,ch,bus,yaoyi,t1
0.4375911648,1.612560308e-07,autocorrelations,ch,bus,yaoyi,t1
0.4584288393,1.60471214e-07,autocorrelations,ch,bus,yaoyi,t1
0.4792665139,1.606677046e-07,autocorrelations,ch,bus,yaoyi,t1
0.5001041884,1.614207177e-07,autocorrelations,ch,bus,yaoyi,t1
0.5209418629,1.612081952e-07,autocorrelations,ch,bus,yaoyi,t1
0.5417795374,1.600565866e-07,autocorrelations,ch,bus,yaoyi,t1
0.5626172119,1.587714271e-07,autocorrelations,ch,bus,yaoyi,t1
0.5834548864,1.580591811e-07,autocorrelations,ch,bus,yaoyi,t1
0.604292561,1.578121162e-07,autocorrelations,ch,bus,yaoyi,t1
0.6251302355,1.580275961e-07,autocorrelations,ch,bus,yaoyi,t1
0.64596791,1.582559643e-07,autocorrelations,ch,bus,yaoyi,t1
