Delay (ms),Autocorrelation (a.u.),sensor,language,tone,participant,script
5.667847468,7.394985082e-08,autocorrelations,ch,bus,jack,t4
5.688685143,-2.157286234e-08,autocorrelations,ch,bus,jack,t4
5.709522817,7.352468665e-08,autocorrelations,ch,bus,jack,t4
5.730360492,-3.601800012e-11,autocorrelations,ch,bus,jack,t4
5.751198166,4.439880688e-08,autocorrelations,ch,bus,jack,t4
5.772035841,4.111223949e-08,autocorrelations,ch,bus,jack,t4
5.792873515,7.344514448e-09,autocorrelations,ch,bus,jack,t4
5.81371119,7.669042793e-08,autocorrelations,ch,bus,jack,t4
5.834548864,-1.231550478e-08,autocorrelations,ch,bus,jack,t4
5.855386539,8.54013939e-08,autocorrelations,ch,bus,jack,t4
5.876224213,-3.790841555e-10,autocorrelations,ch,bus,jack,t4
5.897061888,6.348415896e-08,autocorrelations,ch,bus,jack,t4
5.917899562,3.656967188e-08,autocorrelations,ch,bus,jack,t4
5.938737237,2.617006121e-08,autocorrelations,ch,bus,jack,t4
5.959574911,7.651349316e-08,autocorrelations,ch,bus,jack,t4
5.980412586,-1.32341495e-09,autocorrelations,ch,bus,jack,t4
6.00125026,9.47546412e-08,autocorrelations,ch,bus,jack,t4
6.022087935,1.031247231e-09,autocorrelations,ch,bus,jack,t4
6.04292561,8.070539939e-08,autocorrelations,ch,bus,jack,t4
6.063763284,3.254651217e-08,autocorrelations,ch,bus,jack,t4
6.084600959,4.470059128e-08,autocorrelations,ch,bus,jack,t4
6.105438633,7.461284504e-08,autocorrelations,ch,bus,jack,t4
6.126276308,1.166592101e-08,autocorrelations,ch,bus,jack,t4
6.147113982,1.005396313e-07,autocorrelations,ch,bus,jack,t4
6.167951657,4.529858713e-09,autocorrelations,ch,bus,jack,t4
6.188789331,9.511651435e-08,autocorrelations,ch,bus,jack,t4
6.209627006,2.855800758e-08,autocorrelations,ch,bus,jack,t4
6.23046468,6.295107446e-08,autocorrelations,ch,bus,jack,t4
6.251302355,6.934234665e-08,autocorrelations,ch,bus,jack,t4
6.272140029,2.587395864e-08,autocorrelations,ch,bus,jack,t4
6.292977704,1.016154094e-07,autocorrelations,ch,bus,jack,t4
6.313815378,8.780775148e-09,autocorrelations,ch,bus,jack,t4
6.334653053,1.050381063e-07,autocorrelations,ch,bus,jack,t4
6.355490727,2.384330825e-08,autocorrelations,ch,bus,jack,t4
6.376328402,7.812291861e-08,autocorrelations,ch,bus,jack,t4
6.397166076,6.144884174e-08,autocorrelations,ch,bus,jack,t4
6.418003751,3.867912026e-08,autocorrelations,ch,bus,jack,t4
6.438841425,9.791205128e-08,autocorrelations,ch,bus,jack,t4
6.4596791,1.326107932e-08,autocorrelations,ch,bus,jack,t4
6.480516774,1.090514627e-07,autocorrelations,ch,bus,jack,t4
6.501354449,1.807550197e-08,autocorrelations,ch,bus,jack,t4
6.522192123,8.880483505e-08,autocorrelations,ch,bus,jack,t4
6.543029798,5.008568103e-08,autocorrelations,ch,bus,jack,t4
6.563867472,4.965496336e-08,autocorrelations,ch,bus,jack,t4
6.584705147,8.786106308e-08,autocorrelations,ch,bus,jack,t4
6.605542821,1.756196412e-08,autocorrelations,ch,bus,jack,t4
6.626380496,1.073857318e-07,autocorrelations,ch,bus,jack,t4
6.64721817,1.197937303e-08,autocorrelations,ch,bus,jack,t4
6.668055845,9.538697278e-08,autocorrelations,ch,bus,jack,t4
6.688893519,3.678214739e-08,autocorrelations,ch,bus,jack,t4
6.709731194,5.930328559e-08,autocorrelations,ch,bus,jack,t4
6.730568869,7.48652711e-08,autocorrelations,ch,bus,jack,t4
6.751406543,2.185944751e-08,autocorrelations,ch,bus,jack,t4
6.772244218,1.017480839e-07,autocorrelations,ch,bus,jack,t4
6.793081892,6.932045833e-09,autocorrelations,ch,bus,jack,t4
6.813919567,9.850365468e-08,autocorrelations,ch,bus,jack,t4
6.834757241,2.367083776e-08,autocorrelations,ch,bus,jack,t4
6.855594916,6.734664123e-08,autocorrelations,ch,bus,jack,t4
6.87643259,6.040054013e-08,autocorrelations,ch,bus,jack,t4
6.897270265,2.752330165e-08,autocorrelations,ch,bus,jack,t4
6.918107939,9.28404375e-08,autocorrelations,ch,bus,jack,t4
6.938945614,4.431027239e-09,autocorrelations,ch,bus,jack,t4
6.959783288,9.929721252e-08,autocorrelations,ch,bus,jack,t4
6.980620963,1.209592999e-08,autocorrelations,ch,bus,jack,t4
7.001458637,7.459989792e-08,autocorrelations,ch,bus,jack,t4
7.022296312,4.497664093e-08,autocorrelations,ch,bus,jack,t4
7.043133986,3.436876687e-08,autocorrelations,ch,bus,jack,t4
7.063971661,8.135867831e-08,autocorrelations,ch,bus,jack,t4
7.084809335,3.642807694e-09,autocorrelations,ch,bus,jack,t4
7.10564701,9.632640775e-08,autocorrelations,ch,bus,jack,t4
7.126484684,2.495434759e-09,autocorrelations,ch,bus,jack,t4
7.147322359,7.9616483e-08,autocorrelations,ch,bus,jack,t4
7.168160033,2.999711427e-08,autocorrelations,ch,bus,jack,t4
7.188997708,4.149935763e-08,autocorrelations,ch,bus,jack,t4
7.209835382,6.759177089e-08,autocorrelations,ch,bus,jack,t4
7.230673057,6.11979112e-09,autocorrelations,ch,bus,jack,t4
7.251510731,8.971510691e-08,autocorrelations,ch,bus,jack,t4
7.272348406,-4.75307203e-09,autocorrelations,ch,bus,jack,t4
7.29318608,8.177744706e-08,autocorrelations,ch,bus,jack,t4
7.314023755,1.454048041e-08,autocorrelations,ch,bus,jack,t4
7.334861429,4.776587656e-08,autocorrelations,ch,bus,jack,t4
7.355699104,5.079111223e-08,autocorrelations,ch,bus,jack,t4
7.376536778,8.652753394e-09,autocorrelations,ch,bus,jack,t4
7.397374453,7.939016859e-08,autocorrelations,ch,bus,jack,t4
7.418212128,-1.150594134e-08,autocorrelations,ch,bus,jack,t4
7.439049802,8.079008479e-08,autocorrelations,ch,bus,jack,t4
7.459887477,-3.822154555e-10,autocorrelations,ch,bus,jack,t4
7.480725151,5.256404743e-08,autocorrelations,ch,bus,jack,t4
7.501562826,3.328177709e-08,autocorrelations,ch,bus,jack,t4
7.5224005,1.214411908e-08,autocorrelations,ch,bus,jack,t4
7.543238175,6.674002787e-08,autocorrelations,ch,bus,jack,t4
7.564075849,-1.52002675e-08,autocorrelations,ch,bus,jack,t4
7.584913524,7.66881996e-08,autocorrelations,ch,bus,jack,t4
7.605751198,-1.307820488e-08,autocorrelations,ch,bus,jack,t4
7.626588873,5.608309442e-08,autocorrelations,ch,bus,jack,t4
7.647426547,1.615559997e-08,autocorrelations,ch,bus,jack,t4
7.668264222,1.728431312e-08,autocorrelations,ch,bus,jack,t4
7.689101896,5.184446405e-08,autocorrelations,ch,bus,jack,t4
7.709939571,-1.593255364e-08,autocorrelations,ch,bus,jack,t4
7.730777245,7.095378499e-08,autocorrelations,ch,bus,jack,t4
7.75161492,-2.293581649e-08,autocorrelations,ch,bus,jack,t4
7.772452594,5.925037615e-08,autocorrelations,ch,bus,jack,t4
7.793290269,3.492985707e-11,autocorrelations,ch,bus,jack,t4
7.814127943,2.402391306e-08,autocorrelations,ch,bus,jack,t4
7.834965618,3.72491137e-08,autocorrelations,ch,bus,jack,t4
7.855803292,-1.342974312e-08,autocorrelations,ch,bus,jack,t4
7.876640967,6.380781181e-08,autocorrelations,ch,bus,jack,t4
7.897478641,-2.874355124e-08,autocorrelations,ch,bus,jack,t4
7.918316316,6.127365068e-08,autocorrelations,ch,bus,jack,t4
7.93915399,-1.292765936e-08,autocorrelations,ch,bus,jack,t4
7.959991665,3.1193193e-08,autocorrelations,ch,bus,jack,t4
7.980829339,2.263828636e-08,autocorrelations,ch,bus,jack,t4
8.001667014,-7.474622892e-09,autocorrelations,ch,bus,jack,t4
8.022504688,5.447382734e-08,autocorrelations,ch,bus,jack,t4
8.043342363,-3.023359184e-08,autocorrelations,ch,bus,jack,t4
8.064180038,6.175979232e-08,autocorrelations,ch,bus,jack,t4
8.085017712,-2.324337972e-08,autocorrelations,ch,bus,jack,t4
8.105855387,3.902264813e-08,autocorrelations,ch,bus,jack,t4
8.126693061,8.665523629e-09,autocorrelations,ch,bus,jack,t4
8.147530736,3.595171291e-10,autocorrelations,ch,bus,jack,t4
8.16836841,4.41423237e-08,autocorrelations,ch,bus,jack,t4
8.189206085,-2.952590534e-08,autocorrelations,ch,bus,jack,t4
8.210043759,5.988049043e-08,autocorrelations,ch,bus,jack,t4
8.230881434,-3.165841339e-08,autocorrelations,ch,bus,jack,t4
8.251719108,4.512537017e-08,autocorrelations,ch,bus,jack,t4
8.272556783,-4.779505995e-09,autocorrelations,ch,bus,jack,t4
8.293394457,8.978948221e-09,autocorrelations,ch,bus,jack,t4
8.314232132,3.247968963e-08,autocorrelations,ch,bus,jack,t4
8.335069806,-2.544944767e-08,autocorrelations,ch,bus,jack,t4
8.355907481,5.597293133e-08,autocorrelations,ch,bus,jack,t4
8.376745155,-3.657018721e-08,autocorrelations,ch,bus,jack,t4
8.39758283,4.988008666e-08,autocorrelations,ch,bus,jack,t4
8.418420504,-1.736908127e-08,autocorrelations,ch,bus,jack,t4
8.439258179,1.820666764e-08,autocorrelations,ch,bus,jack,t4
8.460095853,1.948549801e-08,autocorrelations,ch,bus,jack,t4
8.480933528,-1.937312076e-08,autocorrelations,ch,bus,jack,t4
8.501771202,4.97723212e-08,autocorrelations,ch,bus,jack,t4
8.522608877,-3.831275698e-08,autocorrelations,ch,bus,jack,t4
8.543446551,5.293582356e-08,autocorrelations,ch,bus,jack,t4
8.564284226,-2.689483049e-08,autocorrelations,ch,bus,jack,t4
8.5851219,2.691326977e-08,autocorrelations,ch,bus,jack,t4
8.605959575,7.373731093e-09,autocorrelations,ch,bus,jack,t4
8.626797249,-1.176107952e-08,autocorrelations,ch,bus,jack,t4
8.647634924,4.128339523e-08,autocorrelations,ch,bus,jack,t4
8.668472598,-3.751802401e-08,autocorrelations,ch,bus,jack,t4
8.689310273,5.293537221e-08,autocorrelations,ch,bus,jack,t4
8.710147947,-3.464447716e-08,autocorrelations,ch,bus,jack,t4
8.730985622,3.455672307e-08,autocorrelations,ch,bus,jack,t4
8.751823297,-5.285999818e-09,autocorrelations,ch,bus,jack,t4
8.772660971,-1.69080029e-09,autocorrelations,ch,bus,jack,t4
8.793498646,3.111357692e-08,autocorrelations,ch,bus,jack,t4
8.81433632,-3.343782102e-08,autocorrelations,ch,bus,jack,t4
8.835173995,5.106801777e-08,autocorrelations,ch,bus,jack,t4
8.856011669,-3.993724074e-08,autocorrelations,ch,bus,jack,t4
8.876849344,4.143129215e-08,autocorrelations,ch,bus,jack,t4
8.897687018,-1.764337694e-08,autocorrelations,ch,bus,jack,t4
8.918524693,7.779696191e-09,autocorrelations,ch,bus,jack,t4
8.939362367,1.983476316e-08,autocorrelations,ch,bus,jack,t4
8.960200042,-2.833181306e-08,autocorrelations,ch,bus,jack,t4
8.981037716,4.638834823e-08,autocorrelations,ch,bus,jack,t4
9.001875391,-4.362802775e-08,autocorrelations,ch,bus,jack,t4
9.022713065,4.495577454e-08,autocorrelations,ch,bus,jack,t4
9.04355074,-2.855359075e-08,autocorrelations,ch,bus,jack,t4
9.064388414,1.54928124e-08,autocorrelations,ch,bus,jack,t4
9.085226089,6.17545402e-09,autocorrelations,ch,bus,jack,t4
9.106063763,-2.238440105e-08,autocorrelations,ch,bus,jack,t4
9.126901438,3.720336909e-08,autocorrelations,ch,bus,jack,t4
9.147739112,-4.520342079e-08,autocorrelations,ch,bus,jack,t4
9.168576787,4.399452495e-08,autocorrelations,ch,bus,jack,t4
9.189414461,-3.874720674e-08,autocorrelations,ch,bus,jack,t4
9.210252136,2.189035459e-08,autocorrelations,ch,bus,jack,t4
9.23108981,-8.682653886e-09,autocorrelations,ch,bus,jack,t4
9.251927485,-1.543053555e-08,autocorrelations,ch,bus,jack,t4
9.272765159,2.549364564e-08,autocorrelations,ch,bus,jack,t4
9.293602834,-4.51379154e-08,autocorrelations,ch,bus,jack,t4
9.314440508,4.101456471e-08,autocorrelations,ch,bus,jack,t4
9.335278183,-4.810413777e-08,autocorrelations,ch,bus,jack,t4
9.356115857,2.666395153e-08,autocorrelations,ch,bus,jack,t4
9.376953532,-2.328520534e-08,autocorrelations,ch,bus,jack,t4
9.397791207,-9.013634971e-09,autocorrelations,ch,bus,jack,t4
9.418628881,1.275813397e-08,autocorrelations,ch,bus,jack,t4
9.439466556,-4.360119358e-08,autocorrelations,ch,bus,jack,t4
9.46030423,3.51663204e-08,autocorrelations,ch,bus,jack,t4
9.481141905,-5.477848618e-08,autocorrelations,ch,bus,jack,t4
9.501979579,2.895782892e-08,autocorrelations,ch,bus,jack,t4
9.522817254,-3.665546695e-08,autocorrelations,ch,bus,jack,t4
9.543654928,-2.607145531e-09,autocorrelations,ch,bus,jack,t4
9.564492603,-1.870154085e-09,autocorrelations,ch,bus,jack,t4
9.585330277,-3.945975122e-08,autocorrelations,ch,bus,jack,t4
9.606167952,2.591004224e-08,autocorrelations,ch,bus,jack,t4
9.627005626,-5.890819239e-08,autocorrelations,ch,bus,jack,t4
9.647843301,2.840286903e-08,autocorrelations,ch,bus,jack,t4
9.668680975,-4.929780781e-08,autocorrelations,ch,bus,jack,t4
9.68951865,3.017828882e-09,autocorrelations,ch,bus,jack,t4
9.710356324,-1.791882684e-08,autocorrelations,ch,bus,jack,t4
9.731193999,-3.465495792e-08,autocorrelations,ch,bus,jack,t4
9.752031673,1.41484926e-08,autocorrelations,ch,bus,jack,t4
9.772869348,-6.140880003e-08,autocorrelations,ch,bus,jack,t4
9.793707022,2.542897784e-08,autocorrelations,ch,bus,jack,t4
9.814544697,-6.062632436e-08,autocorrelations,ch,bus,jack,t4
9.835382371,7.045386418e-09,autocorrelations,ch,bus,jack,t4
9.856220046,-3.352825839e-08,autocorrelations,ch,bus,jack,t4
9.87705772,-2.939112819e-08,autocorrelations,ch,bus,jack,t4
9.897895395,9.804188861e-10,autocorrelations,ch,bus,jack,t4
9.918733069,-6.164390521e-08,autocorrelations,ch,bus,jack,t4
9.939570744,1.993801565e-08,autocorrelations,ch,bus,jack,t4
9.960408418,-6.889308984e-08,autocorrelations,ch,bus,jack,t4
9.981246093,9.79020257e-09,autocorrelations,ch,bus,jack,t4
10.00208377,-4.797001128e-08,autocorrelations,ch,bus,jack,t4
10.02292144,-2.34527682e-08,autocorrelations,ch,bus,jack,t4
10.04375912,-1.320567098e-08,autocorrelations,ch,bus,jack,t4
10.06459679,-5.900986684e-08,autocorrelations,ch,bus,jack,t4
10.08543447,1.210697769e-08,autocorrelations,ch,bus,jack,t4
10.10627214,-7.473048889e-08,autocorrelations,ch,bus,jack,t4
10.12710981,1.06743729e-08,autocorrelations,ch,bus,jack,t4
10.14794749,-6.115893643e-08,autocorrelations,ch,bus,jack,t4
10.16878516,-1.74029027e-08,autocorrelations,ch,bus,jack,t4
10.18962284,-2.805201492e-08,autocorrelations,ch,bus,jack,t4
10.21046051,-5.457571896e-08,autocorrelations,ch,bus,jack,t4
10.23129819,2.183388408e-09,autocorrelations,ch,bus,jack,t4
10.25213586,-7.730452975e-08,autocorrelations,ch,bus,jack,t4
10.27297354,9.303711422e-09,autocorrelations,ch,bus,jack,t4
10.29381121,-7.189870836e-08,autocorrelations,ch,bus,jack,t4
10.31464889,-1.18564611e-08,autocorrelations,ch,bus,jack,t4
10.33548656,-4.230203889e-08,autocorrelations,ch,bus,jack,t4
10.35632423,-4.795261546e-08,autocorrelations,ch,bus,jack,t4
10.37716191,-8.627398244e-09,autocorrelations,ch,bus,jack,t4
10.39799958,-7.608154054e-08,autocorrelations,ch,bus,jack,t4
10.41883726,6.899150998e-09,autocorrelations,ch,bus,jack,t4
10.43967493,-7.872502869e-08,autocorrelations,ch,bus,jack,t4
10.46051261,-5.842759866e-09,autocorrelations,ch,bus,jack,t4
10.48135028,-5.427679476e-08,autocorrelations,ch,bus,jack,t4
10.50218796,-3.89603277e-08,autocorrelations,ch,bus,jack,t4
10.52302563,-1.895734748e-08,autocorrelations,ch,bus,jack,t4
10.5438633,-7.105748328e-08,autocorrelations,ch,bus,jack,t4
10.56470098,4.495860479e-09,autocorrelations,ch,bus,jack,t4
10.58553865,-8.16228724e-08,autocorrelations,ch,bus,jack,t4
10.60637633,3.94580387e-10,autocorrelations,ch,bus,jack,t4
10.627214,-6.318925978e-08,autocorrelations,ch,bus,jack,t4
10.64805168,-2.855874944e-08,autocorrelations,ch,bus,jack,t4
10.66888935,-2.775050234e-08,autocorrelations,ch,bus,jack,t4
10.68972703,-6.287242042e-08,autocorrelations,ch,bus,jack,t4
10.7105647,1.166652101e-09,autocorrelations,ch,bus,jack,t4
10.73140238,-7.974816315e-08,autocorrelations,ch,bus,jack,t4
10.75224005,5.683372098e-09,autocorrelations,ch,bus,jack,t4
10.77307772,-6.858843935e-08,autocorrelations,ch,bus,jack,t4
10.7939154,-1.680491329e-08,autocorrelations,ch,bus,jack,t4
10.81475307,-3.646472693e-08,autocorrelations,ch,bus,jack,t4
10.83559075,-5.090287147e-08,autocorrelations,ch,bus,jack,t4
10.85642842,-3.713537221e-09,autocorrelations,ch,bus,jack,t4
10.8772661,-7.506834396e-08,autocorrelations,ch,bus,jack,t4
10.89810377,9.391398485e-09,autocorrelations,ch,bus,jack,t4
10.91894145,-7.298881305e-08,autocorrelations,ch,bus,jack,t4
10.93977912,-5.731936435e-09,autocorrelations,ch,bus,jack,t4
10.9606168,-4.560342795e-08,autocorrelations,ch,bus,jack,t4
10.98145447,-3.888102834e-08,autocorrelations,ch,bus,jack,t4
11.00229214,-9.783247158e-09,autocorrelations,ch,bus,jack,t4
11.02312982,-6.843749037e-08,autocorrelations,ch,bus,jack,t4
11.04396749,1.108404729e-08,autocorrelations,ch,bus,jack,t4
11.06480517,-7.421456314e-08,autocorrelations,ch,bus,jack,t4
11.08564284,3.71372514e-09,autocorrelations,ch,bus,jack,t4
11.10648052,-5.210561009e-08,autocorrelations,ch,bus,jack,t4
11.12731819,-2.66315467e-08,autocorrelations,ch,bus,jack,t4
11.14815587,-1.642403192e-08,autocorrelations,ch,bus,jack,t4
11.16899354,-5.915995135e-08,autocorrelations,ch,bus,jack,t4
11.18983121,1.01541032e-08,autocorrelations,ch,bus,jack,t4
11.21066889,-7.245261336e-08,autocorrelations,ch,bus,jack,t4
11.23150656,1.117368521e-08,autocorrelations,ch,bus,jack,t4
11.25234424,-5.742172085e-08,autocorrelations,ch,bus,jack,t4
11.27318191,-1.330791952e-08,autocorrelations,ch,bus,jack,t4
11.29401959,-2.343442069e-08,autocorrelations,ch,bus,jack,t4
11.31485726,-4.705618336e-08,autocorrelations,ch,bus,jack,t4
11.33569494,8.38824912e-09,autocorrelations,ch,bus,jack,t4
11.35653261,-6.721281697e-08,autocorrelations,ch,bus,jack,t4
11.37737029,1.76927207e-08,autocorrelations,ch,bus,jack,t4
11.39820796,-6.040830192e-08,autocorrelations,ch,bus,jack,t4
11.41904563,-1.388660659e-10,autocorrelations,ch,bus,jack,t4
11.43988331,-2.98360612e-08,autocorrelations,ch,bus,jack,t4
11.46072098,-3.381380263e-08,autocorrelations,ch,bus,jack,t4
11.48155866,4.914595144e-09,autocorrelations,ch,bus,jack,t4
11.50239633,-5.958315946e-08,autocorrelations,ch,bus,jack,t4
11.52323401,2.203947352e-08,autocorrelations,ch,bus,jack,t4
11.54407168,-6.12630833e-08,autocorrelations,ch,bus,jack,t4
11.56490936,1.088429782e-08,autocorrelations,ch,bus,jack,t4
11.58574703,-3.624214149e-08,autocorrelations,ch,bus,jack,t4
11.60658471,-2.053738582e-08,autocorrelations,ch,bus,jack,t4
11.62742238,-8.296718551e-10,autocorrelations,ch,bus,jack,t4
11.64826005,-5.150558609e-08,autocorrelations,ch,bus,jack,t4
11.66909773,2.283124113e-08,autocorrelations,ch,bus,jack,t4
11.6899354,-6.092791816e-08,autocorrelations,ch,bus,jack,t4
11.71077308,1.881763852e-08,autocorrelations,ch,bus,jack,t4
11.73161075,-4.290216461e-08,autocorrelations,ch,bus,jack,t4
11.75244843,-8.852841074e-09,autocorrelations,ch,bus,jack,t4
11.7732861,-9.018325257e-09,autocorrelations,ch,bus,jack,t4
11.79412378,-4.260701796e-08,autocorrelations,ch,bus,jack,t4
11.81496145,1.861545075e-08,autocorrelations,ch,bus,jack,t4
11.83579912,-5.991978039e-08,autocorrelations,ch,bus,jack,t4
11.8566368,2.257406176e-08,autocorrelations,ch,bus,jack,t4
11.87747447,-5.059151186e-08,autocorrelations,ch,bus,jack,t4
11.89831215,-1.933556918e-10,autocorrelations,ch,bus,jack,t4
11.91914982,-2.057896883e-08,autocorrelations,ch,bus,jack,t4
11.9399875,-3.494101092e-08,autocorrelations,ch,bus,jack,t4
11.96082517,1.016741559e-08,autocorrelations,ch,bus,jack,t4
11.98166285,-5.998158243e-08,autocorrelations,ch,bus,jack,t4
12.00250052,2.160783025e-08,autocorrelations,ch,bus,jack,t4
12.0233382,-5.906719909e-08,autocorrelations,ch,bus,jack,t4
12.04417587,4.954627273e-09,autocorrelations,ch,bus,jack,t4
12.06501354,-3.407590375e-08,autocorrelations,ch,bus,jack,t4
12.08585122,-2.939691017e-08,autocorrelations,ch,bus,jack,t4
12.10668889,-1.271711152e-09,autocorrelations,ch,bus,jack,t4
12.12752657,-5.959912485e-08,autocorrelations,ch,bus,jack,t4
12.14836424,1.577881733e-08,autocorrelations,ch,bus,jack,t4
12.16920192,-6.691627805e-08,autocorrelations,ch,bus,jack,t4
12.19003959,6.384254916e-09,autocorrelations,ch,bus,jack,t4
12.21087727,-4.818080427e-08,autocorrelations,ch,bus,jack,t4
12.23171494,-2.501417927e-08,autocorrelations,ch,bus,jack,t4
12.25255262,-1.701896927e-08,autocorrelations,ch,bus,jack,t4
12.27339029,-5.851209348e-08,autocorrelations,ch,bus,jack,t4
12.29422796,5.932812382e-09,autocorrelations,ch,bus,jack,t4
12.31506564,-7.475849553e-08,autocorrelations,ch,bus,jack,t4
12.33590331,4.49128541e-09,autocorrelations,ch,bus,jack,t4
12.35674099,-6.407109694e-08,autocorrelations,ch,bus,jack,t4
12.37757866,-2.20866935e-08,autocorrelations,ch,bus,jack,t4
12.39841634,-3.431630227e-08,autocorrelations,ch,bus,jack,t4
12.41925401,-5.832175014e-08,autocorrelations,ch,bus,jack,t4
12.44009169,-6.525019237e-09,autocorrelations,ch,bus,jack,t4
12.46092936,-8.159910623e-08,autocorrelations,ch,bus,jack,t4
12.48176703,-4.356221993e-10,autocorrelations,ch,bus,jack,t4
12.50260471,-7.811933756e-08,autocorrelations,ch,bus,jack,t4
12.52344238,-2.202503587e-08,autocorrelations,ch,bus,jack,t4
12.54428006,-5.190337468e-08,autocorrelations,ch,bus,jack,t4
12.56511773,-5.750412071e-08,autocorrelations,ch,bus,jack,t4
12.58595541,-2.210603777e-08,autocorrelations,ch,bus,jack,t4
12.60679308,-8.577891627e-08,autocorrelations,ch,bus,jack,t4
12.62763076,-9.151787617e-09,autocorrelations,ch,bus,jack,t4
12.64846843,-8.985297139e-08,autocorrelations,ch,bus,jack,t4
12.66930611,-2.253769527e-08,autocorrelations,ch,bus,jack,t4
12.69014378,-6.975741638e-08,autocorrelations,ch,bus,jack,t4
12.71098145,-5.473131603e-08,autocorrelations,ch,bus,jack,t4
12.73181913,-3.883741862e-08,autocorrelations,ch,bus,jack,t4
12.7526568,-8.758657399e-08,autocorrelations,ch,bus,jack,t4
12.77349448,-1.879572221e-08,autocorrelations,ch,bus,jack,t4
12.79433215,-1.011483951e-07,autocorrelations,ch,bus,jack,t4
12.81516983,-2.440643745e-08,autocorrelations,ch,bus,jack,t4
12.8360075,-8.734621563e-08,autocorrelations,ch,bus,jack,t4
12.85684518,-5.432529481e-08,autocorrelations,ch,bus,jack,t4
12.87768285,-5.65946601e-08,autocorrelations,ch,bus,jack,t4
12.89852053,-8.999124344e-08,autocorrelations,ch,bus,jack,t4
12.9193582,-3.129956825e-08,autocorrelations,ch,bus,jack,t4
12.94019587,-1.097106461e-07,autocorrelations,ch,bus,jack,t4
12.96103355,-2.999781542e-08,autocorrelations,ch,bus,jack,t4
12.98187122,-1.024477129e-07,autocorrelations,ch,bus,jack,t4
13.0027089,-5.394690474e-08,autocorrelations,ch,bus,jack,t4
13.02354657,-7.524283346e-08,autocorrelations,ch,bus,jack,t4
13.04438425,-8.946497959e-08,autocorrelations,ch,bus,jack,t4
13.06522192,-4.618270861e-08,autocorrelations,ch,bus,jack,t4
13.0860596,-1.146084846e-07,autocorrelations,ch,bus,jack,t4
13.10689727,-3.651137283e-08,autocorrelations,ch,bus,jack,t4
13.12773494,-1.148166631e-07,autocorrelations,ch,bus,jack,t4
13.14857262,-5.24616754e-08,autocorrelations,ch,bus,jack,t4
13.16941029,-9.090226723e-08,autocorrelations,ch,bus,jack,t4
13.19024797,-8.560769852e-08,autocorrelations,ch,bus,jack,t4
13.21108564,-5.938064448e-08,autocorrelations,ch,bus,jack,t4
13.23192332,-1.14815862e-07,autocorrelations,ch,bus,jack,t4
13.25276099,-4.14720358e-08,autocorrelations,ch,bus,jack,t4
13.27359867,-1.218095207e-07,autocorrelations,ch,bus,jack,t4
13.29443634,-4.918533362e-08,autocorrelations,ch,bus,jack,t4
13.31527402,-1.020987832e-07,autocorrelations,ch,bus,jack,t4
13.33611169,-7.774192804e-08,autocorrelations,ch,bus,jack,t4
13.35694936,-6.914336748e-08,autocorrelations,ch,bus,jack,t4
13.37778704,-1.085069194e-07,autocorrelations,ch,bus,jack,t4
13.39862471,-4.39540792e-08,autocorrelations,ch,bus,jack,t4
13.41946239,-1.218761976e-07,autocorrelations,ch,bus,jack,t4
13.44030006,-4.271531722e-08,autocorrelations,ch,bus,jack,t4
13.46113774,-1.080291589e-07,autocorrelations,ch,bus,jack,t4
13.48197541,-6.598195067e-08,autocorrelations,ch,bus,jack,t4
13.50281309,-7.593307127e-08,autocorrelations,ch,bus,jack,t4
13.52365076,-9.781736418e-08,autocorrelations,ch,bus,jack,t4
13.54448844,-4.510922604e-08,autocorrelations,ch,bus,jack,t4
13.56532611,-1.16720151e-07,autocorrelations,ch,bus,jack,t4
13.58616378,-3.602363801e-08,autocorrelations,ch,bus,jack,t4
13.60700146,-1.091464244e-07,autocorrelations,ch,bus,jack,t4
13.62783913,-5.230591513e-08,autocorrelations,ch,bus,jack,t4
13.64867681,-7.965088574e-08,autocorrelations,ch,bus,jack,t4
13.66951448,-8.305356726e-08,autocorrelations,ch,bus,jack,t4
13.69035216,-4.602032829e-08,autocorrelations,ch,bus,jack,t4
13.71118983,-1.056232674e-07,autocorrelations,ch,bus,jack,t4
13.73202751,-2.898884889e-08,autocorrelations,ch,bus,jack,t4
13.75286518,-1.057354814e-07,autocorrelations,ch,bus,jack,t4
13.77370285,-3.707289379e-08,autocorrelations,ch,bus,jack,t4
13.79454053,-8.110518744e-08,autocorrelations,ch,bus,jack,t4
13.8153782,-6.422546352e-08,autocorrelations,ch,bus,jack,t4
13.83621588,-4.611870659e-08,autocorrelations,ch,bus,jack,t4
13.85705355,-9.154484235e-08,autocorrelations,ch,bus,jack,t4
13.87789123,-2.088424415e-08,autocorrelations,ch,bus,jack,t4
13.8987289,-9.882520049e-08,autocorrelations,ch,bus,jack,t4
13.91956658,-2.119389957e-08,autocorrelations,ch,bus,jack,t4
13.94040425,-7.902602326e-08,autocorrelations,ch,bus,jack,t4
13.96124193,-4.425360742e-08,autocorrelations,ch,bus,jack,t4
13.9820796,-4.281715501e-08,autocorrelations,ch,bus,jack,t4
14.00291727,-7.313882838e-08,autocorrelations,ch,bus,jack,t4
14.02375495,-1.247570565e-08,autocorrelations,ch,bus,jack,t4
14.04459262,-8.551915814e-08,autocorrelations,ch,bus,jack,t4
14.0654303,-5.444568215e-09,autocorrelations,ch,bus,jack,t4
