"event","experiment time","system time","system time text"
"START",0.000000000E0,1717596786.104,"2024-06-05 16:13:06.104 UTC+02:00"
"PAUSE",1.548171185E2,1717596940.921,"2024-06-05 16:15:40.921 UTC+02:00"
