"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717593516521129E9,"2024-06-05 15:18:36.521 UTC+02:00"
"PAUSE",1.813086520414800E2,1.717593697827059E9,"2024-06-05 15:21:37.827 UTC+02:00"
