"event","experiment time","system time","system time text"
"START",0.000000000E0,1717599336.710,"2024-06-05 16:55:36.710 UTC+02:00"
"PAUSE",2.987966607E2,1717599635.507,"2024-06-05 17:00:35.507 UTC+02:00"
