"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717584276476551E9,"2024-06-05 12:44:36.477 UTC+02:00"
"PAUSE",2.516351981251500E2,1.717584528108172E9,"2024-06-05 12:48:48.108 UTC+02:00"
